year,state,route,stop_des,stop,wind,sky,noise,cars,moon,dir,species,min 1,min 2,min 3,min 4,min 5,min 6
2018,NY,Mamakating,,6,0,0,2,,Y,,NA,0,0,0,0,0,0
2018,NY,Mamakating,,7,0,0,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Mamakating,,8,0,0,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Mamakating,,9,0,0,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Mamakating,,10,0,0,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Mayfield,,1,0,0,0,,Y,,NA,0,0,0,0,0,0
2018,NY,Mayfield,,2,1,0,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Mayfield,,3,1,0,0,,Y,,NA,0,0,0,0,0,0
2018,NY,Mayfield,,4,0,0,0,,Y,,NA,0,0,0,0,0,0
2018,NY,Mayfield,,5,0,0,2,,Y,,NA,0,0,0,0,0,0
2018,NY,Mayfield,,6,0,0,2,, Y,,NA,0,0,0,0,0,0
2018,NY,Mayfield,,7,0,0,2,,Y,,NA,0,0,0,0,0,0
2018,NY,Mayfield,,8,0,0,2,,Y,,NA,0,0,0,0,0,0
2018,NY,Mayfield,,9,0,0,2,,Y,,NA,0,0,0,0,0,0
2018,NY,Mayfield,,10,0,0,0,,Y,,NA,0,0,0,0,0,0
2018,NY,Minnewaska,,1,0,1,1,,N,,NA,0,0,0,0,0,0
2018,NY,Minnewaska,,2,1,1,1,,N,,NA,0,0,0,0,0,0
2018,NY,Minnewaska,,3,0,1,1,,N,,NA,0,0,0,0,0,0
2018,NY,Minnewaska,,4,1,1,1,,N,,NA,0,0,0,0,0,0
2018,NY,Minnewaska,,5,0,1,1,,N,,NA,0,0,0,0,0,0
2018,NY,Minnewaska,,6,0,1,1,,N,,NA,0,0,0,0,0,0
2018,NY,Minnewaska,,6,0,1,1,,N,,NA,0,0,0,0,0,0
2018,NY,Minnewaska,,7,0,1,1,,Y,,WHWP,0,1,0,0,0,1
2018,NY,Minnewaska,,8,1,1,2,,Y,,NA,0,0,0,0,0,0
2018,NY,Minnewaska,,9,1,1,1,,N,,NA,0,0,0,0,0,0
2018,NY,Minnewaska,,10,1,1,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Philadelphia,,1,1,0,2,,,,NA,0,0,0,0,0,0
2018,NY,Philadelphia,,2,0,0,1,,,,NA,0,0,0,0,0,0
2018,NY,Philadelphia,,3,1,0,1,,,,NA,0,0,0,0,0,0
2018,NY,Philadelphia,,4,1,0,2,,,,WHWP,1,1,0,1,1,0
2018,NY,Philadelphia,,4,1,0,2,,,,WHWP,0,0,1,0,1,1
2018,NY,Philadelphia,,5,1,0,1,,,,WHWP,1,1,1,1,1,1
2018,NY,Philadelphia,,5,1,0,1,,,,WHWP,1,1,1,1,1,1
2018,NY,Philadelphia,,6,1,0,2,,,,WHWP,1,1,1,0,1,1
2018,NY,Philadelphia,,7,0,0,1,,,,WHWP,1,1,1,1,1,1
2018,NY,Philadelphia,,8,0,0,2,,,,WHWP,1,1,1,1,1,1
2018,NY,Philadelphia,,9,0,0,1,,,,WHWP,1,1,1,1,1,1
2018,NY,Philadelphia,,9,0,0,1,,,,WHWP,1,1,1,1,1,1
2018,NY,Philadelphia,,9,0,0,1,,,,WHWP,0,0,0,0,0,1
2018,NY,Philadelphia,,10,0,0,1,,,,WHWP,1,1,1,1,1,1
2018,NY,Philadelphia,,10,0,0,1,,,,WHWP,1,1,1,1,1,1
2018,NY,Philadelphia,,10,0,0,1,,,,WHWP,1,1,0,0,0,0
2018,NY,Philadelphia,,10,0,0,1,,,,WHWP,0,0,1,1,1,1
2018,NY,Rocky Point,,1,0,0,1,,Y,,WHWP,1,1,1,1,0,0
2018,NY,Rocky Point,,2,0,0,1,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Rocky Point,,2,0,0,1,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Rocky Point,,2,0,0,1,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Rocky Point,,3,0,0,0,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Rocky Point,,3,0,0,0,,Y,,WHWP,1,1,1,1,1,0
2018,NY,Rocky Point,,3,0,0,0,,Y,,WHWP,0,1,1,1,1,1
2018,NY,Rocky Point,,4,0,0,1,,Y,,WHWP,0,0,1,0,1,1
2018,NY,Rocky Point,,5,0,0,1,,Y,,WHWP,0,0,0,1,1,1
2018,NY,Rocky Point,,6,0,0,0,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Rocky Point,,6,0,0,0,,Y,,WHWP,0,1,0,0,0,0
2018,NY,Rocky Point,,7,0,0,1,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Rocky Point,,7,0,0,1,,Y,,WHWP,1,1,1,1,1,0
2018,NY,Rocky Point,,7,0,0,1,,Y,,WHWP,1,1,1,1,1,0
2018,NY,Rocky Point,,7,0,0,1,,Y,,WHWP,1,1,1,1,0,1
2018,NY,Rocky Point,,7,0,0,1,,Y,,WHWP,0,0,0,1,0,1
2018,NY,Rocky Point,,8,0,0,2,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Rocky Point,,8,0,0,2,,Y,,WHWP,1,1,0,1,1,1
2018,NY,Three Mile Creek,,1,0,3,1,,Y,,WHWP,1,1,0,0,0,0
2018,NY,Three Mile Creek,,1,0,3,1,,Y,,WHWP,0,0,1,1,1,1
2018,NY,Three Mile Creek,,2,0,2,0,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Three Mile Creek,,2,0,2,0,,Y,,WHWP,1,0,0,1,1,1
2018,NY,Three Mile Creek,,2,0,2,0,,Y,,WHWP,0,1,1,1,1,0
2018,NY,Three Mile Creek,,2,0,2,0,,Y,,WHWP,0,0,0,1,1,0
2018,NY,Three Mile Creek,,3,0,2,1,,Y,,WHWP,1,1,1,1,1,0
2018,NY,Three Mile Creek,,3,0,2,1,,Y,,WHWP,1,1,1,1,1,0
2018,NY,Three Mile Creek,,3,0,2,1,,Y,,WHWP,0,0,1,0,0,1
2018,NY,Three Mile Creek,,3,0,2,1,,Y,,WHWP,0,0,0,0,0,1
2018,NY,Three Mile Creek,,4,0,2,0,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Three Mile Creek,,4,0,2,0,,Y,,WHWP,1,1,1,1,0,0
2018,NY,Three Mile Creek,,4,0,2,0,,Y,,WHWP,0,0,1,1,1,1
2018,NY,Three Mile Creek,,4,0,2,0,,Y,,WHWP,0,0,1,1,1,1
2018,NY,Three Mile Creek,,5,0,3,0,,Y,,WHWP,1,1,1,1,1,0
2018,NY,Three Mile Creek,,5,0,3,0,,Y,,WHWP,1,1,1,0,1,0
2018,NY,Three Mile Creek,,5,0,3,0,,Y,,WHWP,1,1,1,0,1,1
2018,NY,Three Mile Creek,,5,0,3,0,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Three Mile Creek,,5,0,3,0,,Y,,WHWP,0,1,1,1,1,1
2018,NY,Three Mile Creek,,5,0,3,0,,Y,,WHWP,0,0,1,1,1,0
2018,NY,Three Mile Creek,,6,0,2,0,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Three Mile Creek,,6,0,2,0,,Y,,WHWP,1,0,0,1,1,1
2018,NY,Three Mile Creek,,6,0,2,0,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Three Mile Creek,,6,0,2,0,,Y,,WHWP,0,1,1,0,0,0
2018,NY,Three Mile Creek,,7,0,3,3,,Y,,WHWP,1,1,1,1,0,1
2018,NY,Three Mile Creek,,8,0,3,1,,Y,,WHWP,1,1,1,1,1,0
2018,NY,Three Mile Creek,,8,0,3,1,,Y,,WHWP,1,0,1,1,1,0
2018,NY,Three Mile Creek,,8,0,3,1,,Y,,WHWP,0,0,0,1,1,0
2018,NY,Three Mile Creek,,9,0,3,0,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Three Mile Creek,,9,0,3,0,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Three Mile Creek,,9,0,3,0,,Y,,WHWP,1,1,1,1,1,0
2018,NY,Three Mile Creek,,10,0,3,0,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Three Mile Creek,,10,0,3,0,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Three Mile Creek,,10,0,3,0,,Y,,WHWP,1,1,1,1,1,1
2018,NY,Three Mile Creek,,10,0,3,0,,Y,,WHWP,0,0,0,0,1,1
2018,NY,Warrensburg,,1,0,0,3,,Y,,NA,0,0,0,0,0,0
2018,NY,Warrensburg,,2,0,0,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Warrensburg,,3,0,0,2,,Y,,NA,0,0,0,0,0,0
2018,NY,Warrensburg,,4,0,0,2,,Y,,NA,0,0,0,0,0,0
2018,NY,Warrensburg,,5,0,0,3,,Y,,CONI,0,0,0,1,0,0
2018,NY,Warrensburg,,6,0,0,2,,Y,,NA,0,0,0,0,0,0
2018,NY,Warrensburg,,7,0,0,3,,N,,NA,0,0,0,0,0,0
2018,NY,Warrensburg,,8,0,0,1,,Y,,NA,0,0,0,0,0,0
2018,NY,Warrensburg,,9,0,0,0,,Y,,NA,0,0,0,0,0,0
2018,NY,Warrensburg,,10,1,0,0,,N,,NA,0,0,0,0,0,0
2018,NY,Wellesley Island,,1,0,0,0,,,,NA,0,0,0,0,0,0
2018,NY,Wellesley Island,,2,0,0,0,,,,NA,0,0,0,0,0,0
2018,NY,Wellesley Island,,3,0,0,0,,,,NA,0,0,0,0,0,0
2018,NY,Wellesley Island,,4,0,0,2,,,,NA,0,0,0,0,0,0
2018,NY,Wellesley Island,,5,0,0,2,,,,WHWP,1,0,0,0,0,0
2018,NY,Wellesley Island,,6,0,0,0,,,,WHWP,0,0,0,1,0,0
2018,NY,Wellesley Island,,7,0,0,0,,,,WHWP,1,1,1,1,1,1
2018,NY,Wellesley Island,,8,0,0,0,,,,NA,0,0,0,0,0,0
2018,NY,Wellesley Island,,9,0,0,2,,,,NA,0,0,0,0,0,0
2019,NY,Crown Point,,1,0,1,2,,Y,,EWPW,1,1,0,1,0,0
2019,NY,Crown Point,,1,0,1,2,,Y,,EWPW,0,1,1,1,1,1
2019,NY,Crown Point,,2,0,0,2,,Y,,EWPW,1,1,1,1,1,0
2019,NY,Crown Point,,3,0,0,1,,Y,,NONE,0,0,0,0,0,0
2019,NY,Crown Point,,4,0,0,1,,Y,,EWPW,1,1,1,1,1,1
2019,NY,Crown Point,,5,0,0,2,,Y,,NONE,0,0,0,0,0,0
2019,NY,Crown Point,,6,0,1,1,,Y,,NONE,0,0,0,0,0,0
2019,NY,Crown Point,,7,0,1,1,,Y,,NONE,0,0,0,0,0,0
2019,NY,Crown Point,,8,0,1,2,,Y,,NONE,0,0,0,0,0,0
2019,NY,Crown Point,,9,0,1,1,,Y,,EWPW,0,1,1,1,1,1
2019,NY,Crown Point,,10,0,0,0,,Y,,NONE,0,0,0,0,0,0
2019,NY,Denning,,1,0,0,1,,n,,NONE,0,0,0,0,0,0
2019,NY,Denning,,2,0,0,1,,n,,NONE,0,0,0,0,0,0
2019,NY,Denning,,3,0,0,1,,n,,NONE,0,0,0,0,0,0
2019,NY,Denning,,4,0,0,1,,n,,NONE,0,0,0,0,0,0
2019,NY,Denning,,5,0,0,1,,n,,NONE,0,0,0,0,0,0
2019,NY,Denning,,6,0,0,1,,n,,NONE,0,0,0,0,0,0
2019,NY,Denning,,6,0,0,1,,n,,NONE,0,0,0,0,0,0
2019,NY,Denning,,7,0,0,1,,n,,EWPW,0,0,0,0,0,1
2019,NY,Denning,,8,0,0,1,,n,,NONE,0,0,0,0,0,0
2019,NY,Denning,,9,0,0,0,,Y,,NONE,0,0,0,0,0,0
2019,NY,Denning,,10,0,0,0,,n,,NONE,0,0,0,0,0,0
2019,NY,Highland,,1,1,0,0,,Y,,NONE,0,0,0,0,0,0
2019,NY,Highland,,2,1,0,1,,Y,,NONE,0,0,0,0,0,0
2019,NY,Highland,,3,1,0,1,,Y,,NONE,0,0,0,0,0,0
2019,NY,Highland,,4,1,0,1,,Y,,NONE,0,0,0,0,0,0
2019,NY,Highland,,5,2,0,1,,Y,,NONE,0,0,0,0,0,0
2019,NY,Highland,,6,2,0,1,,Y,,NONE,0,0,0,0,0,0
2019,NY,Highland,,7,2,0,3,,Y,,NONE,0,0,0,0,0,0
2019,NY,Highland,,8,1,0,1,,Y,,NONE,0,0,0,0,0,0
2019,NY,Highland,,9,1,0,1,,Y,,NONE,0,0,0,0,0,0
2019,NY,Highland,,10,4,0,3,,Y,,NONE,0,0,0,0,0,0
2019,NY,Mamakating,,1,0,1,1,,Y,,NONE,0,0,0,0,0,0
2019,NY,Mamakating,,2,1,1,1,,Y,,NONE,0,0,0,0,0,0
2019,NY,Mamakating,,3,1,1,1,,Y,,NONE,0,0,0,0,0,0
2019,NY,Mamakating,,4,1,1,1,,n,,NONE,0,0,0,0,0,0
2019,NY,Mamakating,,5,1,1,1,,n,,NONE,0,0,0,0,0,0
2019,NY,Mamakating,,6,1,1,1,,n,,NONE,0,0,0,0,0,0
2019,NY,Mamakating,,7,1,1,1,,n,,NONE,0,0,0,0,0,0
2019,NY,Mamakating,,8,1,1,1,,Y,,NONE,0,0,0,0,0,0
2019,NY,Mamakating,,9,1,1,1,,Y,,NONE,0,0,0,0,0,0
2019,NY,Mamakating,,10,1,1,1,,Y,,NONE,0,0,0,0,0,0
2019,NY,Minnewaska,,1,1,0,1,,N,,NONE,0,0,0,0,0,0
2019,NY,Minnewaska,,2,1,0,1,,N,,NONE,0,0,0,0,0,0
2019,NY,Minnewaska,,3,1,0,1,,N,,NONE,0,0,0,0,0,0
2019,NY,Minnewaska,,4,1,0,1,,N,,NONE,0,0,0,0,0,0
2019,NY,Minnewaska,,5,1,0,0,,N,,NONE,0,0,0,0,0,0
2019,NY,Minnewaska,,6,1,0,1,,N,,NONE,0,0,0,0,0,0
2019,NY,Minnewaska,,7,1,0,1,,Y,,NONE,0,0,0,0,0,0
2019,NY,Minnewaska,,8,1,0,1,,Y,,NONE,0,0,0,0,0,0
2019,NY,Minnewaska,,9,2,0,1,,N,,NONE,0,0,0,0,0,0
2019,NY,Minnewaska,,10,2,0,1,,N,,NONE,0,0,0,0,0,0
2019,NY,Warrensburg,,1,0,2,2,,Y,,NONE,0,0,0,0,0,0
2019,NY,Warrensburg,,2,0,2,1,,Y,,NONE,0,0,0,0,0,0
2019,NY,Warrensburg,,3,0,2,1,,Y,,CONI,0,0,0,0,1,1
2019,NY,Warrensburg,,4,0,2,1,,Y,,NONE,0,0,0,0,0,0
2019,NY,Warrensburg,,5,0,1,2,,Y,,NONE,0,0,0,0,0,0
2019,NY,Warrensburg,,6,0,1,2,,Y,,NONE,0,0,0,0,0,0
2019,NY,Warrensburg,,7,0,1,2,,y,,NONE,0,0,0,0,0,0
2019,NY,Warrensburg,,8,0,1,2,,Y,,NONE,0,0,0,0,0,0
2019,NY,Warrensburg,,9,1,1,0,,Y,,NONE,0,0,0,0,0,0
2019,NY,Warrensburg,,10,0,1,0,,N,,NONE,0,0,0,0,0,0
2019,NY,Wellesley Island,,1,0,0,0,,n,,NONE,0,0,0,0,0,0
2019,NY,Wellesley Island,,2,0,0,0,,y,,NONE,0,0,0,0,0,0
2019,NY,Wellesley Island,,3,0,0,0,,y,,NONE,0,0,0,0,0,0
2019,NY,Wellesley Island,,4,0,0,1,,y,,NONE,0,0,0,0,0,0
2019,NY,Wellesley Island,,5,0,0,0,,y,,NONE,0,0,0,0,0,0
2019,NY,Wellesley Island,,6,0,0,2,,y,,EWPW,1,1,1,1,1,1
2019,NY,Wellesley Island,,6,0,0,2,,y,,EWPW,0,0,0,0,1,1
2019,NY,Wellesley Island,,7,0,0,0,,y,,NONE,0,0,0,0,0,0
2019,NY,Wellesley Island,,8,0,0,0,,y,,NONE,0,0,0,0,0,0
2019,NY,Wellesley Island,,9,0,0,2,,y,,NONE,0,0,0,0,0,0
2019,NY,Wellesley Island,,10,0,0,1,,y,,EWPW,1,1,1,1,1,1
2019,NY,Willsboro,,1,0,0,2,,Y,,NONE,0,0,0,0,0,0
2019,NY,Willsboro,,2,0,0,0,,Y,,NONE,0,0,0,0,0,0
2019,NY,Willsboro,,3,0,1,1,,Y,,NONE,0,0,0,0,0,0
2019,NY,Willsboro,,4,0,0,0,,Y,,EWPW,0,0,0,0,0,1
2019,NY,Willsboro,,5,0,2,0,,n,,NONE,0,0,0,0,0,0
2019,NY,Willsboro,,6,0,2,1,,n,,NONE,0,0,0,0,0,0
2019,NY,Willsboro,,7,0,2,1,,Y,,NONE,0,0,0,0,0,0
2019,NY,Willsboro,,8,1,1,2,,Y,,NONE,0,0,0,0,0,0
2019,NY,Willsboro,,9,0,0,0,,Y,,NONE,0,0,0,0,0,0
2019,NY,Willsboro,,10,0,0,1,,Y,,NONE,0,0,0,0,0,0
2020,NY,Balmat,,1,0,2,1,,Y,,NONE,0,0,0,0,0,0
2020,NY,Balmat,,2,0,1,1,,Y,,EWPW,0,0,1,1,1,1
2020,NY,Balmat,,2,0,1,1,,Y,,EWPW,0,0,0,1,1,1
2020,NY,Balmat,,3,0,2,1,,Y,,EWPW,1,1,1,1,1,1
2020,NY,Balmat,,3,0,2,1,,Y,,EWPW,1,1,1,0,0,1
2020,NY,Balmat,,3,0,2,1,,Y,,EWPW,0,0,1,1,1,1
2020,NY,Balmat,,3,0,2,1,,Y,,EWPW,0,0,0,1,1,1
2020,NY,Balmat,,4,0,1,1,,Y,,EWPW,1,1,1,1,1,1
2020,NY,Balmat,,4,0,1,1,,Y,,EWPW,0,1,0,0,0,1
2020,NY,Balmat,,4,0,1,1,,Y,,CONI,0,0,0,1,0,0
2020,NY,Balmat,,5,0,2,1,,Y,,EWPW,1,1,0,1,1,1
2020,NY,Balmat,,5,0,2,1,,Y,,EWPW,1,1,1,1,1,1
2020,NY,Balmat,,6,0,2,1,,Y,,EWPW,1,1,1,1,1,1
2020,NY,Balmat,,6,0,2,1,,Y,,EWPW,1,1,1,1,1,1
2020,NY,Balmat,,7,0,2,1,,Y,,EWPW,1,1,1,1,1,1
2020,NY,Balmat,,7,0,2,1,,Y,,EWPW,1,1,1,1,1,1
2020,NY,Balmat,,8,0,1,1,,Y,,NONE,0,0,0,0,0,0
2020,NY,Balmat,,9,0,0,1,,Y,,NONE,0,0,0,0,0,0
2020,NY,Balmat,,10,0,0,1,,Y,,NONE,0,0,0,0,0,0
2020,NY,Calverton,,1,,,,,,,NONE,0,0,0,0,0,0
2020,NY,Calverton,,2,,,,,,,EWPW,0,0,1,1,1,1
2020,NY,Calverton,,3,,,,,,,NONE,0,0,0,0,0,0
2020,NY,Calverton,,4,,,,,,,EWPW,1,1,1,1,1,0
2020,NY,Calverton,,4,,,,,,,EWPW,0,1,1,1,1,1
2020,NY,Calverton,,5,,,,,,,NONE,0,0,0,0,0,0
2020,NY,Calverton,,6,,,,,,,NONE,0,0,0,0,0,0
2020,NY,Calverton,,7,,,,,,,EWPW,1,0,0,0,0,0
2020,NY,Calverton,,8,,,,,,,NONE,0,0,0,0,0,0
2020,NY,Calverton,,9,,,,,,,NONE,0,0,0,0,0,0
2020,NY,Calverton,,10,,,,,,,NONE,0,0,0,0,0,0
2020,NY,Crown Point,,1,0,2,3,,Y,,EWPW,1,1,1,1,1,1
2020,NY,Crown Point,,1,0,2,3,,Y,,EWPW,0,1,1,1,0,0
2020,NY,Crown Point,,2,0,2,2,,Y,,EWPW,1,1,1,1,1,1
2020,NY,Crown Point,,2,0,2,2,,Y,,EWPW,1,1,1,1,1,1
2020,NY,Crown Point,,2,0,2,2,,Y,,NONE,0,0,0,0,1,1
2020,NY,Crown Point,,3,0,2,1,,Y,,NONE,0,0,0,0,0,0
2020,NY,Crown Point,,4,0,2,2,,Y,,NONE,0,0,0,0,0,0
2020,NY,Crown Point,,5,0,2,1,,Y,,NONE,0,0,0,0,0,0
2020,NY,Crown Point,,6,1,2,1,,Y,,NONE,0,0,0,0,0,0
2020,NY,Crown Point,,7,0,1,1,,Y,,NONE,0,0,0,0,0,0
2020,NY,Crown Point,,8,0,1,2,,Y,,NONE,0,0,0,0,0,0
2020,NY,Crown Point,,9,0,1,2,,Y,,EWPW,1,1,1,1,1,1
2020,NY,Crown Point,,9,0,1,2,,Y,,EWPW,1,1,0,0,0,0
2020,NY,Crown Point,,10,0,1,1,,Y,,NONE,1,1,1,1,1,1
2020,NY,Hopkinton,,1,1,0,0,,Y,,NONE,0,0,0,0,0,0
2020,NY,Hopkinton,,2,0,0,0,,Y,,NONE,0,0,0,0,0,0
2020,NY,Hopkinton,,3,0,0,0,,Y,,NONE,0,0,0,0,0,0
2020,NY,Hopkinton,,4,0,0,0,,Y,,NONE,0,0,0,0,0,0
2020,NY,Hopkinton,,5,0,0,0,,Y,,NONE,0,0,0,0,0,0
2020,NY,Hopkinton,,6,0,0,0,,Y,,NONE,0,0,0,0,0,0
2020,NY,Hopkinton,,7,0,0,2*,,Y,,NONE,0,0,0,0,0,0
2020,NY,Hopkinton,,8,0,0,0,,Y,,NONE,0,0,0,0,0,0
2020,NY,Hopkinton,,9,1,0,0,,Y,,NONE,0,0,0,0,0,0
2020,NY,Hopkinton,,10,1,0,0,,Y,,NONE,0,0,0,0,0,0
2020,NY,Lewis 7838-2,,1,2,1,1,,Y,,EWPW,0,0,0,0,0,1
2020,NY,Lewis 7838-2,,2,2,1,2,,Y,,EWPW,0,0,0,0,0,1
2020,NY,Lewis 7838-2,,3,1,2,0,,Y,,EWPW,1,2,2,0,1,1
2020,NY,Lewis 7838-2,,4,0,1,0,,Y,,EWPW,3,4,4,0,4,3
2020,NY,Lewis 7838-2,,5,0,1,0,,N,,EWPW,1,1,1,0,1,1
2020,NY,Lewis 7838-2,,6,0,2,0,,N,,EWPW,0,0,1,0,1,1
2020,NY,Lewis 7838-2,,7,1,3,1,,N,,EWPW,2,2,1,0,0,0
2020,NY,Lewis 7838-2,,8,1,3,2,,N,,EWPW,1,0,0,0,0,0
2020,NY,Lewis 7838-2,,9,0,3,3,,N,,NONE,0,0,0,0,0,0
2020,NY,Lewis 7838-2,,10,1,2,3,,Y,,NONE,0,0,0,0,0,0
2020,NY,Napeague,,1,2,0,1,,N,,EWPW,1,1,1,1,1,1
2020,NY,Napeague,,2,1,0,1,,N,,EWPW,1,1,1,1,1,1
2020,NY,Napeague,,3,1,0,0,,N,,NONE,0,0,0,0,0,0
2020,NY,Napeague,,4,1,0,0,,N,,NONE,0,0,0,0,0,0
2020,NY,Napeague,,5,1,0,0,,N,,NONE,0,0,0,0,0,0
2020,NY,Napeague,,6,1,0,0,,N,,NONE,0,0,0,0,0,0
2020,NY,Napeague,,7,1,0,0,,N,,NONE,0,0,0,0,0,0
2020,NY,Napeague,,8,1,0,0,,N,,NONE,0,0,0,0,0,0
2020,NY,Napeague,,9,1,1,0,,N,,NONE,0,0,0,0,0,0
2020,NY,Napeague,,10,2,1,0,,N,,EWPW,1,1,1,1,1,1
2020,NY,Napeague,,10,2,1,0,,N,,EWPW,1,1,1,1,1,1
2020,NY,Rocky Point ,,1,1,1,0,,N,,EWPW,1,1,1,1,1,1
2020,NY,Rocky Point ,,2,1,0,1,,Y,,EWPW,1,1,1,1,1,1
2020,NY,Rocky Point ,,2,1,0,1,,Y,,EWPW,1,1,1,1,1,1
2020,NY,Rocky Point ,,2,1,0,1,,Y,,EWPW,1,1,1,1,1,1
2020,NY,Rocky Point ,,2,1,0,1,,Y,,EWPW,1,1,1,1,1,1
2020,NY,Rocky Point ,,3,1,0,1,,Y,,EWPW,0,0,0,1,1,1
2020,NY,Rocky Point ,,3,1,0,1,,Y,,EWPW,0,0,0,0,1,1
2020,NY,Rocky Point ,,4,1,0,1,,Y,,NONE,0,0,0,0,0,0
2020,NY,Rocky Point ,,5,1,0,1,,Y,,NONE,0,0,0,0,0,0
2020,NY,Rocky Point ,,6,1,0,1,,Y,,NONE,0,0,0,0,0,0
2020,NY,Rocky Point ,,7,1,0,1,,Y,,EWPW,1,1,0,1,1,1
2020,NY,Rocky Point ,,7,1,0,1,,Y,,EWPW,1,1,1,1,1,1
2020,NY,Rocky Point ,,7,1,0,1,,Y,,EWPW,0,1,1,1,1,1
2020,NY,Rocky Point ,,8,1,0,2,,Y,,NONE,0,0,0,0,0,0
2020,NY,Route #22,,1,0,0,2,,N,,EWPW,0,0,0,1,0,0
2020,NY,Route #22,,2,0,1,0,,N,,NONE,0,0,0,0,0,0
2020,NY,Route #22,,3,0,1,0,,N,,NONE,0,0,0,0,0,0
2020,NY,Route #22,,4,0,3,0,,N,,NONE,0,0,0,0,0,0
2020,NY,Route #22,,5,0,3,1,,N,,NONE,0,0,0,0,0,0
2020,NY,Route #22,,6,0,3,0,,N,,NONE,0,0,0,0,0,0
2020,NY,Route #22,,7,0,3,2,,N,,NONE,0,0,0,0,0,0
2020,NY,Route #22,,8,0,3,2,,N,,NONE,0,0,0,0,0,0
2020,NY,Route #22,,9,0,3,0,,N,,NONE,0,0,0,0,0,0
2020,NY,Route #22,,10,0,3,0,,N,,NONE,0,0,0,0,0,0
2020,NY,Willsboro,,1,0,1,1,,Y,,NONE,0,0,0,0,0,0
2020,NY,Willsboro,,2,0,1,0,,Y,,NONE,0,0,0,0,0,0
2020,NY,Willsboro,,3,0,1,0,,Y,,NONE,0,0,0,0,0,0
2020,NY,Willsboro,,4,0,0,0,,Y,,NONE,0,0,0,0,0,0
2020,NY,Willsboro,,5,0,1,0,,Y,,NONE,0,0,0,0,0,0
2020,NY,Willsboro,,6,0,0,0,,Y,,NONE,0,0,0,0,0,0
2020,NY,Willsboro,,7,0,0,0,,Y,,NONE,0,0,0,0,0,0
2020,NY,Willsboro,,8,0,0,1,,Y,,NONE,0,0,0,0,0,0
2020,NY,Willsboro,,9,0,0,0,,Y,,NONE,0,0,0,0,0,0
2020,NY,Willsboro,,10,0,0,0,,Y,,NONE,0,0,0,0,0,0
2021,NY,Balmat,,1,0,0,1,2,,SE,EWPW,0,0,0,0,0,1
2021,NY,Balmat,,2,0,0,1,1,,S,EWPW,1,1,1,1,1,1
2021,NY,Balmat,,2,0,0,1,1,,SW,EWPW,0,0,1,1,1,0
2021,NY,Balmat,,2,0,0,1,1,,N,EWPW,0,0,0,1,1,0
2021,NY,Balmat,,2,0,0,1,1,,W,EWPW,0,0,0,0,0,1
2021,NY,Balmat,,3,0,0,0,2,,S,EWPW,1,1,1,1,1,1
2021,NY,Balmat,,3,0,0,0,2,,N,EWPW,1,1,1,1,1,1
2021,NY,Balmat,,3,0,0,0,2,,S,EWPW,0,1,1,1,1,1
2021,NY,Balmat,,3,0,0,0,2,,W,EWPW,0,0,1,1,1,1
2021,NY,Balmat,,4,0,0,2,0,,N,EWPW,1,0,0,1,1,1
2021,NY,Balmat,,4,0,0,2,0,,W,EWPW,1,1,1,1,1,1
2021,NY,Balmat,,5,0,0,1,0,,SW,EWPW,1,1,1,1,1,1
2021,NY,Balmat,,5,0,0,1,0,,S,CONI,0,1,1,0,0,0
2021,NY,Balmat,,6,0,0,2,0,,NE,EWPW,1,1,1,1,1,1
2021,NY,Balmat,,7,0,0,1,2,,,NONE,0,0,0,0,0,0
2021,NY,Balmat,,8,0,0,3,0,,,NONE,0,0,0,0,0,0
2021,NY,Balmat,,9,0,0,0,0,,,NONE,0,0,0,0,0,0
2021,NY,Balmat,,10,0,0,1,0,,,NONE,0,0,0,0,0,0
2021,NY,Clintonville Pine Barrens ,,1,0,0,1,2,,,NONE,0,0,0,0,0,0
2021,NY,Clintonville Pine Barrens ,,2,0,0,1,2,,,NONE,0,0,0,0,0,0
2021,NY,Clintonville Pine Barrens ,,3,0,0,0,3,,,NONE,0,0,0,0,0,0
