"random_route_name","selected","BBS_route","Longitude.BBS","Latitude.BBS","distance","X.random","Y.random","ST","BCR"
"31-FL-74",0,"840-25-25",-80.8712309,28.7481187,14.1529533235071,-81.0509666749269,28.8791059779454,"FL",31
"31-FL-74",0,"840-25-915",-80.8008275,28.7856862,16.4589453745053,-81.0509666749269,28.8791059779454,"FL",31
"31-FL-74",0,"840-25-925",-80.800827,28.7856862,16.4589732142267,-81.0509666749269,28.8791059779454,"FL",31
"31-FL-78",0,"840-25-82",-81.3585199,26.8751997,9.75216092289637,-81.5154917775943,26.8574877708916,"FL",31
"31-FL-78",0,"840-25-86",-81.7610009,26.9459847,16.3164201089022,-81.5154917775943,26.8574877708916,"FL",31
"31-FL-78",0,"840-25-913",-81.6833333,26.8333333,10.4806736590234,-81.5154917775943,26.8574877708916,"FL",31
"31-FL-79",0,NA,NA,NA,NA,-80.9895066782917,26.0531868012339,"FL",31
"31-FL-42",1,"840-25-131",-80.368467,27.040791,7.12014628000678,-80.2555558993637,27.0183508422005,"FL",31
"31-FL-42",1,"840-25-31",-80.3854635,26.9657323,8.78555643823717,-80.2555558993637,27.0183508422005,"FL",31
"31-FL-42",1,"840-25-911",-80.2678139,26.8544437,11.3500501441931,-80.2555558993637,27.0183508422005,"FL",31
"31-FL-42",1,"840-25-919",-80.5737674,26.9941297,19.6602226507321,-80.2555558993637,27.0183508422005,"FL",31
"31-FL-43",1,"840-25-25",-80.8712309,28.7481187,5.56631899455132,-80.879275613072,28.667866078855,"FL",31
"31-FL-43",1,"840-25-915",-80.8008275,28.7856862,9.42664203717352,-80.879275613072,28.667866078855,"FL",31
"31-FL-43",1,"840-25-918",-80.9969329,28.5692767,9.86542044006551,-80.879275613072,28.667866078855,"FL",31
"31-FL-43",1,"840-25-925",-80.800827,28.7856862,9.42665731252858,-80.879275613072,28.667866078855,"FL",31
"31-FL-45",1,"840-25-123",-81.981682,28.5723877,4.91713715037233,-81.9368093459168,28.6316546573165,"FL",31
"31-FL-45",1,"840-25-23",-81.9816829,28.5723877,4.9171673738123,-81.9368093459168,28.6316546573165,"FL",31
"31-FL-45",1,"840-25-66",-82.1719367,28.6471072,14.2980646657203,-81.9368093459168,28.6316546573165,"FL",31
"31-FL-45",1,"840-25-905",-82.1873953,28.5817572,15.5863579527191,-81.9368093459168,28.6316546573165,"FL",31
"31-FL-47",1,"840-25-176",-80.3893099,26.6850447,10.9797014974048,-80.223287466265,26.7421341706355,"FL",31
"31-FL-47",1,"840-25-31",-80.3854635,26.9657323,18.401494520446,-80.223287466265,26.7421341706355,"FL",31
"31-FL-47",1,"840-25-911",-80.2678139,26.8544437,8.23141352082093,-80.223287466265,26.7421341706355,"FL",31
"31-FL-49",1,"840-25-172",-81.6004029,27.4972377,7.30349859790524,-81.7187655876593,27.4850305026808,"FL",31
"31-FL-49",1,"840-25-72",-81.5833199,27.4266407,9.23244249013992,-81.7187655876593,27.4850305026808,"FL",31
"31-FL-54",1,"840-25-176",-80.3893099,26.6850447,19.2006940169253,-80.2109795237286,26.4574774171073,"FL",31
"31-FL-54",1,"840-25-39",-80.2032849,26.3678027,6.21420294629723,-80.2109795237286,26.4574774171073,"FL",31
"31-FL-55",1,"840-25-116",-82.5089729,28.0402277,10.5623861958363,-82.5039215406107,28.1930338235532,"FL",31
"31-FL-55",1,"840-25-16",-82.5050049,28.0363157,10.8283943717444,-82.5039215406107,28.1930338235532,"FL",31
"31-FL-55",1,"840-25-20",-82.3022052,28.3266818,15.3613931249993,-82.5039215406107,28.1930338235532,"FL",31
"31-FL-55",1,"840-25-85",-82.6352619,28.2764097,9.85424664460034,-82.5039215406107,28.1930338235532,"FL",31
"31-FL-56",1,NA,NA,NA,NA,-81.8139051574196,26.2734439370495,"FL",31
"31-FL-59",1,"840-25-30",-80.9673345,27.9626301,15.6335714952668,-80.9679565712546,27.7363636558575,"FL",31
"31-FL-61",1,"840-25-905",-82.1873953,28.5817572,19.3409769813299,-82.5055598137356,28.5994072486602,"FL",31
"31-FL-61",1,"840-25-908",-82.380934,28.7995277,15.755434930691,-82.5055598137356,28.5994072486602,"FL",31
"31-FL-61",1,"840-25-922",-82.5663679,28.6793707,6.64244263234951,-82.5055598137356,28.5994072486602,"FL",31
"31-FL-62",1,NA,NA,NA,NA,-81.5103906461434,29.1278193025554,"FL",31
"31-FL-66",1,"840-25-18",-81.3438119,29.8899427,3.89015806034366,-81.3484928609097,29.8337863723205,"FL",31
"31-FL-70",1,"840-25-170",-82.334936,27.769929,12.7978257610543,-82.1477577598699,27.8529905251524,"FL",31
"31-FL-70",1,"840-25-27",-82.1462286,27.6610372,13.263043687778,-82.1477577598699,27.8529905251524,"FL",31
"31-FL-70",1,"840-25-70",-82.3349393,27.7698971,12.7989960442318,-82.1477577598699,27.8529905251524,"FL",31
"31-FL-71",1,"840-25-66",-82.1719367,28.6471072,18.0202743663881,-82.029384863413,28.8760301741516,"FL",31
"31-FL-72",1,NA,NA,NA,NA,-82.5856764644829,29.6540581765506,"FL",31
"31-FL-75",1,"840-25-88",-80.902032,26.750328,14.4745822573817,-81.0125071158917,26.9351819333595,"FL",31
"31-FL-76",1,"840-25-30",-80.9673345,27.9626301,17.0132033362341,-80.7493599858715,28.116311153238,"FL",31
"31-FL-76",1,"840-25-67",-80.8980039,28.1011187,9.11960062649446,-80.7493599858715,28.116311153238,"FL",31
"31-FL-77",1,"840-25-909",-82.5826,29.09706,10.7430863566564,-82.7237846841285,29.0024942433744,"FL",31
"31-FL-80",1,NA,NA,NA,NA,-80.9750870642546,27.238857614559,"FL",31
"31-FL-81",1,"840-25-180",-80.3928389,25.3099469,5.94202080582989,-80.3056500341227,25.2755711119444,"FL",31
"31-FL-81",1,"840-25-80",-80.3715899,25.3839437,8.54549972347074,-80.3056500341227,25.2755711119444,"FL",31
"31-FL-82",1,"840-25-87",-81.6570333,25.9322682,14.0710076973864,-81.4410406756678,25.9936095387418,"FL",31
"31-FL-83",1,"840-25-81",-81.126711,26.5587549,9.35334449295657,-81.0966089932663,26.6914257165132,"FL",31
"31-FL-83",1,"840-25-88",-80.902032,26.750328,12.6791799248721,-81.0966089932663,26.6914257165132,"FL",31
"31-FL-84",1,"840-25-132",-82.0333415,26.9297114,17.4983538980769,-81.8899667175829,26.7111540358827,"FL",31
"31-FL-84",1,"840-25-32",-81.9372109,26.7792597,5.53539895188349,-81.8899667175829,26.7111540358827,"FL",31
"31-FL-84",1,"840-25-86",-81.7610009,26.9459847,18.0689228601386,-81.8899667175829,26.7111540358827,"FL",31
"31-FL-84",1,"840-25-910",-81.9247336,26.8177916,7.67378427313514,-81.8899667175829,26.7111540358827,"FL",31
"31-FL-84",1,"840-25-913",-81.6833333,26.8333333,15.2885176389443,-81.8899667175829,26.7111540358827,"FL",31
"31-FL-85",1,"840-25-26",-81.448561,26.2943143,7.54321040575107,-81.3277036345361,26.2809949075767,"FL",31
"31-FL-86",1,"840-25-26",-81.448561,26.2943143,16.495987133156,-81.4713124104759,26.532192176683,"FL",31
"27-GA-104",0,"840-27-117",-82.2302919,31.1988887,17.8410303365333,-82.2510241808245,31.4564966877654,"GA",27
"27-GA-104",0,"840-27-17",-82.2305739,31.1987087,17.8523049849694,-82.2510241808245,31.4564966877654,"GA",27
"27-GA-104",0,"840-27-307",-82.4003766,31.6994191,18.9473095761883,-82.2510241808245,31.4564966877654,"GA",27
"27-GA-105",0,"840-27-57",-83.80112,30.6653217,13.6559339459066,-83.8870495320839,30.8486534968644,"GA",27
"27-GA-109",0,"840-27-102",-82.071315,30.741228,19.4824666099842,-82.1895879782158,30.4782698022151,"GA",27
"27-GA-109",0,"840-27-2",-82.0685039,30.7054907,17.2724439284194,-82.1895879782158,30.4782698022151,"GA",27
"27-GA-109",0,"840-27-302",-82.469419,30.58495,18.2120001087427,-82.1895879782158,30.4782698022151,"GA",27
"27-GA-110",0,NA,NA,NA,NA,-82.1578153145629,33.4169820835211,"GA",27
"27-GA-111",0,NA,NA,NA,NA,-81.9029453905243,33.173435705219,"GA",27
"27-GA-112",0,"840-27-316",-84.7241329,30.8576446,19.0388119814044,-84.4036991977981,30.841822792032,"GA",27
"27-GA-112",0,"840-27-6",-84.5234609,30.8199147,7.26483964084052,-84.4036991977981,30.841822792032,"GA",27
"27-GA-113",0,"840-27-156",-81.6271416,31.6168883,14.7489640541028,-81.7350047901447,31.424242413383,"GA",27
"27-GA-113",0,"840-27-3",-81.4181496,31.3641465,19.1433434212889,-81.7350047901447,31.424242413383,"GA",27
"27-GA-113",0,"840-27-8",-81.643174,31.3917301,5.86268279472622,-81.7350047901447,31.424242413383,"GA",27
"27-GA-115",0,"840-27-1",-81.5755079,30.8733817,14.5945754650849,-81.821091558074,30.8599181448593,"GA",27
"27-GA-115",0,"840-27-102",-82.071315,30.741228,16.9641570235128,-81.821091558074,30.8599181448593,"GA",27
"27-GA-115",0,"840-27-2",-82.0685039,30.7054907,18.1529903441095,-81.821091558074,30.8599181448593,"GA",27
"27-GA-115",0,"840-27-301",-81.671898,30.928942,10.0494108907025,-81.821091558074,30.8599181448593,"GA",27
"27-GA-115",0,"840-27-304",-81.9385286,31.060394,15.5009832917934,-81.821091558074,30.8599181448593,"GA",27
"27-GA-116",0,"840-27-33",-84.2682799,32.1823297,10.6468801677429,-84.3424178048669,32.041611321687,"GA",27
"27-GA-117",0,"840-27-117",-82.2302919,31.1988887,10.6433989946229,-82.398496197502,31.2540314531495,"GA",27
"27-GA-117",0,"840-27-17",-82.2305739,31.1987087,10.6323168789552,-82.398496197502,31.2540314531495,"GA",27
"27-GA-118",0,"840-27-306",-82.8050351,31.1219928,8.58617877305129,-82.9232061279624,31.0498735780381,"GA",27
"27-GA-118",0,"840-27-313",-83.1398269,31.2372355,18.2120670508339,-82.9232061279624,31.0498735780381,"GA",27
"27-GA-118",0,"840-27-4",-83.0293039,30.9276387,10.5271811752891,-82.9232061279624,31.0498735780381,"GA",27
"27-GA-121",0,"840-27-305",-81.2589304,31.7275586,11.2680329824542,-81.1448445024226,31.8586829999109,"GA",27
"27-GA-121",0,"840-27-56",-81.2461699,31.7655427,8.7640010536233,-81.1448445024226,31.8586829999109,"GA",27
"27-GA-125",0,"840-27-29",-83.9135034,31.6113295,18.3540443851669,-83.7658233800221,31.3774322343507,"GA",27
"27-GA-128",0,"840-27-18",-83.2572724,31.212031,6.07783588933179,-83.2235759713537,31.2951460745123,"GA",27
"27-GA-128",0,"840-27-313",-83.1398269,31.2372355,6.36191059224597,-83.2235759713537,31.2951460745123,"GA",27
"27-GA-131",0,NA,NA,NA,NA,-81.8549627552973,32.0198994211473,"GA",27
"27-GA-132",0,"840-27-29",-83.9135034,31.6113295,7.09204871703171,-83.7980555725179,31.6408673610504,"GA",27
