"Routeid.char","Stop","state","Longitude","Latitude","st.route"
"720055",1,"PA",-79.21742,40.219536,"PA_0055"
"720056",1,"PA",-79.365829,40.800431,"PA_0056"
"720057",1,"PA",-78.994346,40.475771,"PA_0057"
"720058",1,"PA",-78.57669,40.667704,"PA_0058"
"720059",1,"PA",-78.32653,40.33633,"PA_0059"
"720060",1,"PA",-78.060484,40.915054,"PA_0060"
"720061",1,"PA",-78.203536,40.428689,"PA_0061"
"720062",1,"PA",-78.339623,40.447069,"PA_0062"
"720063",1,"PA",-78.217887,40.730998,"PA_0063"
"720064",1,"PA",-78.138627,40.571215,"PA_0064"
"720065",1,"PA",-77.400656,40.300368,"PA_0065"
"720066",1,"PA",-77.780624,40.415227,"PA_0066"
"720067",1,"PA",-77.894209,40.695694,"PA_0067"
"720068",1,"PA",-77.685202,40.376078,"PA_0068"
"720069",1,"PA",-77.54157,40.7019,"PA_0069"
"720070",1,"PA",-77.063828,40.057207,"PA_0070"
"720072",1,"PA",-77.396903,40.568051,"PA_0072"
"720073",1,"PA",-76.939057,40.426618,"PA_0073"
"720074",1,"PA",-76.420621,40.143725,"PA_0074"
"720075",1,"PA",-76.171836,40.200657,"PA_0075"
"720076",1,"PA",-76.716542,40.210334,"PA_0076"
"720077",1,"PA",-76.435223,40.278422,"PA_0077"
"720078",1,"PA",-76.283178,40.185891,"PA_0078"
"720079",1,"PA",-76.76749,40.484063,"PA_0079"
"720080",1,"PA",-76.305061,40.298353,"PA_0080"
"720081",1,"PA",-75.292989,40.429785,"PA_0081"
"720084",1,"PA",-75.460424,40.168403,"PA_0084"
"720085",1,"PA",-75.962944,40.786036,"PA_0085"
"720086",1,"PA",-75.34359,40.804005,"PA_0086"
"720088",1,"PA",-80.114105,39.746512,"PA_0088"
"720089",1,"PA",-79.449973,39.999283,"PA_0089"
"720090",1,"PA",-79.068816,39.874475,"PA_0090"
"720091",1,"PA",-78.955748,39.780317,"PA_0091"
"720094",1,"PA",-77.445694,39.985479,"PA_0094"
"720095",1,"PA",-76.46653,39.769306,"PA_0095"
"720097",1,"PA",-75.817831,39.916039,"PA_0097"
"720098",1,"PA",-75.817146,39.786227,"PA_0098"
"720101",1,"PA",-80.0351,41.07084,"PA_0101"
"720101",2,"PA",-80.03506,41.08622,"PA_0101"
"720101",3,"PA",-80.03476,41.10127,"PA_0101"
"720101",4,"PA",-80.0316,41.11545,"PA_0101"
"720101",5,"PA",-80.03159,41.12814,"PA_0101"
"720101",6,"PA",-80.02945,41.14487,"PA_0101"
"720101",7,"PA",-80.03667,41.15926,"PA_0101"
"720101",8,"PA",-80.03937,41.74365,"PA_0101"
"720101",9,"PA",-80.03982,41.18747,"PA_0101"
"720101",10,"PA",-80.03107,41.19307,"PA_0101"
"720107",1,"PA",-79.153457,41.993555,"PA_0107"
"720126",1,"PA",-77.277594,41.451776,"PA_0126"
"720127",1,"PA",-77.034308,41.213791,"PA_0127"
"720132",1,"PA",-76.963325,41.551283,"PA_0132"
"720151",1,"PA",-79.578148,40.374819,"PA_0151"
"720155",1,"PA",-79.265624,40.198306,"PA_0155"
"720165",1,"PA",-77.370932,40.325736,"PA_0165"
"720173",1,"PA",-76.934526,40.502391,"PA_0173"
"720174",1,"PA",-76.464177,40.143677,"PA_0174"
"720175",1,"PA",-76.228243,40.052531,"PA_0175"
"720181",1,"PA",-75.613753,40.454469,"PA_0181"
"720182",1,"PA",-75.661191,40.228232,"PA_0182"
"720187",1,"PA",-75.992193,40.636105,"PA_0187"
"720189",1,"PA",-79.528351,39.762455,"PA_0189"
"720192",1,"PA",-78.177168,39.8666,"PA_0192"
"720193",1,"PA",-77.233703,39.981498,"PA_0193"
"720194",1,"PA",-77.491553,39.744324,"PA_0194"
"720195",1,"PA",-76.467008,39.769072,"PA_0195"
"720196",1,"PA",-76.888649,39.922099,"PA_0196"
"720275",1,"PA",-76.171744,40.200512,"PA_0275"
"720901",1,"PA",-76.282776,41.617468,"PA_0901"
"720902",1,"PA",-76.127721,41.060617,"PA_0902"
"720903",1,"PA",-75.522788,40.830061,"PA_0903"
"720904",1,"PA",-77.7743,40.6866,"PA_0904"
"720904",2,"PA",-77.7666,40.6988,"PA_0904"
"720904",3,"PA",-77.7579,40.7107,"PA_0904"
"720904",4,"PA",-77.765,40.7139,"PA_0904"
"720904",5,"PA",-77.7586,40.722,"PA_0904"
"720904",6,"PA",-77.7539,40.7322,"PA_0904"
"720904",7,"PA",-77.7426,40.7379,"PA_0904"
"720904",8,"PA",-77.7305,40.7466,"PA_0904"
"720904",9,"PA",-77.7166,40.7544,"PA_0904"
"720904",10,"PA",-77.695,40.7685,"PA_0904"
"720906",1,"PA",-77.747863,40.650362,"PA_0906"
"721481",1,"PA",-75.754467,41.865767,"PA_1481"
"721481",2,"PA",-75.764367,41.852617,"PA_1481"
"721481",3,"PA",-75.76895,41.83865,"PA_1481"
"721481",4,"PA",-75.7741,41.826033,"PA_1481"
"721481",5,"PA",-75.773467,41.811233,"PA_1481"
"721481",6,"PA",-75.771117,41.7971,"PA_1481"
"721481",7,"PA",-75.76985,41.783067,"PA_1481"
"721481",8,"PA",-75.764183,41.7696,"PA_1481"
"721481",9,"PA",-75.75115,41.7596,"PA_1481"
"721481",10,"PA",-75.7514,41.7455,"PA_1481"
"729232",1,"PA",-76.065127,41.962843,"PA_9232"
"729293",1,"PA",-75.792779,41.705712,"PA_9293"
"729311",1,"PA",-77.969177,41.551395,"PA_9311"
"729312",1,"PA",-75.99913,40.68995,"PA_9312"
"729327",1,"PA",-77.824171,40.76661,"PA_9327"
"729328",1,"PA",-77.903784,40.703879,"PA_9328"
"729343",1,"PA",-75.617963,41.941243,"PA_9343"
"800001",1,"SC",-80.108153,32.792744,"SC_0001"
"800002",1,"SC",-79.693976,33.286383,"SC_0002"
"800003",1,"SC",-81.032869,32.250759,"SC_0003"
"800004",1,"SC",-79.434845,33.645861,"SC_0004"
"800005",1,"SC",-80.46141,33.322249,"SC_0005"
"800006",1,"SC",-79.785164,34.023505,"SC_0006"
"800007",1,"SC",-80.054358,33.686671,"SC_0007"
"800008",1,"SC",-81.490629,33.693749,"SC_0008"
"800009",1,"SC",-81.3561,33.72337,"SC_0009"
"800009",2,"SC",-81.36135,33.70805,"SC_0009"
"800009",3,"SC",-81.3652,33.69473,"SC_0009"
"800009",4,"SC",-81.3652,33.68139,"SC_0009"
"800009",5,"SC",-81.36399,33.66816,"SC_0009"
"800009",6,"SC",-81.36134,33.65277,"SC_0009"
"800009",7,"SC",-81.36289,33.63826,"SC_0009"
"800009",8,"SC",-81.5527,33.62625,"SC_0009"
"800009",9,"SC",-81.34874,33.61252,"SC_0009"
"800009",10,"SC",-81.34673,33.59853,"SC_0009"
"800010",1,"SC",-79.423911,34.500652,"SC_0010"
"800011",1,"SC",-80.213814,34.192801,"SC_0011"
"800012",1,"SC",-80.579597,34.112175,"SC_0012"
"800013",1,"SC",-80.650459,32.857567,"SC_0013"
"800014",1,"SC",-81.412475,34.196021,"SC_0014"
"800015",1,"SC",-81.281896,34.449409,"SC_0015"
"800016",1,"SC",-82.676902,34.706058,"SC_0016"
"800017",1,"SC",-82.129142,34.769656,"SC_0017"
"800018",1,"SC",-83.278662,34.662197,"SC_0018"
"800019",1,"SC",-81.979606,35.082786,"SC_0019"
"800020",1,"SC",-82.211988,35.178534,"SC_0020"
"800021",1,"SC",-82.272889,33.806399,"SC_0021"
"800022",1,"SC",-78.819237,33.853881,"SC_0022"
"800050",1,"SC",-81.546516,35.079971,"SC_0050"
"800051",1,"SC",-82.09095,34.039307,"SC_0051"
"800052",1,"SC",-81.825828,34.212669,"SC_0052"
"800053",1,"SC",-80.44445,34.583023,"SC_0053"
"800054",1,"SC",-79.813002,34.741706,"SC_0054"
"800055",1,"SC",-81.047951,33.145142,"SC_0055"
"800056",1,"SC",-80.539185,33.76749,"SC_0056"
"800057",1,"SC",-79.3275,33.619167,"SC_0057"
"800057",2,"SC",-79.332222,33.598056,"SC_0057"
"800057",3,"SC",-79.330278,33.588889,"SC_0057"
"800057",4,"SC",-79.336667,33.573056,"SC_0057"
"800057",5,"SC",-79.342778,33.559722,"SC_0057"
"800057",6,"SC",-79.359167,33.559444,"SC_0057"
"800057",7,"SC",-79.360278,33.544444,"SC_0057"
"800057",8,"SC",-79.353889,33.527222,"SC_0057"
"800057",9,"SC",-79.358056,33.513056,"SC_0057"
"800057",10,"SC",-79.362778,33.493611,"SC_0057"
"800058",1,"SC",-81.04686,32.750485,"SC_0058"
"800059",1,"SC",-80.682838,32.535808,"SC_0059"
"800101",1,"SC",-80.260947,32.952594,"SC_0101"
"800112",1,"SC",-80.770042,34.620335,"SC_0112"
"800114",1,"SC",-81.474547,34.086978,"SC_0114"
"800116",1,"SC",-82.627546,34.667828,"SC_0116"
"800119",1,"SC",-81.981712,35.097145,"SC_0119"
"800120",1,"SC",-82.292977,35.196151,"SC_0120"
"800122",1,"SC",-78.819137,33.853949,"SC_0122"
"800220",1,"SC",-83.289084,34.74975,"SC_0220"
"800900",1,"SC",-80.172896,34.547847,"SC_0900"
"803609",1,"SC",-79.379444,33.219722,"SC_3609"
"803609",2,"SC",-79.3625,33.216389,"SC_3609"
"803609",3,"SC",-79.345278,33.215556,"SC_3609"
"803609",4,"SC",-79.325556,33.218056,"SC_3609"
"803609",5,"SC",-79.305278,33.215556,"SC_3609"
"803609",6,"SC",-79.296944,33.225833,"SC_3609"
"803609",7,"SC",-79.288333,33.238056,"SC_3609"
"803609",8,"SC",-79.280833,33.253056,"SC_3609"
"803609",9,"SC",-79.293333,33.263056,"SC_3609"
"803609",10,"SC",-79.301667,33.273056,"SC_3609"
"803735",1,"SC",-80.809,34.088,"SC_3735"
"803735",2,"SC",-80.794,34.085,"SC_3735"
"803735",3,"SC",-80.786,34.076,"SC_3735"
"803735",4,"SC",-80.773,34.071,"SC_3735"
"803735",5,"SC",-80.756,34.07,"SC_3735"
"803735",6,"SC",-80.747,34.06,"SC_3735"
"803735",7,"SC",-80.735,34.048,"SC_3735"
"803735",8,"SC",-80.724,34.036,"SC_3735"
"803735",9,"SC",-80.736,34.027,"SC_3735"
"803735",10,"SC",-80.732,34.012,"SC_3735"
"880001",1,"VA",-78.465078,39.059967,"VA_0001"
"880002",1,"VA",-77.608333,39.160278,"VA_0002"
"880002",2,"VA",-77.593889,39.1675,"VA_0002"
"880002",3,"VA",-77.591389,39.181111,"VA_0002"
"880002",4,"VA",-77.606111,39.185278,"VA_0002"
"880002",5,"VA",-77.597778,39.1975,"VA_0002"
"880002",6,"VA",-77.588889,39.211667,"VA_0002"
"880002",7,"VA",-77.585,39.22,"VA_0002"
"880002",8,"VA",-77.58,39.239722,"VA_0002"
"880002",9,"VA",-77.576944,39.249722,"VA_0002"
"880002",10,"VA",-77.58,39.260278,"VA_0002"
"880003",1,"VA",-79.459448,38.289154,"VA_0003"
"880004",1,"VA",-79.165686,38.190113,"VA_0004"
"880005",1,"VA",-78.505172,38.575886,"VA_0005"
"880006",1,"VA",-78.171767,38.453815,"VA_0006"
"880007",1,"VA",-78.563812,38.816333,"VA_0007"
"880008",1,"VA",-78.748657,38.820116,"VA_0008"
"880009",1,"VA",-77.285102,38.996646,"VA_0009"
"880010",1,"VA",-77.218858,38.174575,"VA_0010"
"880011",1,"VA",-77.623808,38.024608,"VA_0011"
"880012",1,"VA",-77.587958,38.62509,"VA_0012"
"880013",1,"VA",-82.475098,37.213801,"VA_0013"
"880014",1,"VA",-81.947623,37.017887,"VA_0014"
"880015",1,"VA",-80.048088,37.80126,"VA_0015"
"880016",1,"VA",-80.68331,37.080607,"VA_0016"
"880017",1,"VA",-79.879166,37.49898,"VA_0017"
"880018",1,"VA",-79.64395,37.66079,"VA_0018"
"880020",1,"VA",-79.239989,37.610887,"VA_0020"
"880021",1,"VA",-78.689405,37.897657,"VA_0021"
"880022",1,"VA",-78.542914,37.908455,"VA_0022"
"880023",1,"VA",-78.779089,37.703711,"VA_0023"
"880024",1,"VA",-78.983062,37.332866,"VA_0024"
"880025",1,"VA",-77.828696,37.247893,"VA_0025"
"880026",1,"VA",-77.821823,37.981179,"VA_0026"
"880028",1,"VA",-77.622343,37.217162,"VA_0028"
"880029",1,"VA",-76.341153,37.659693,"VA_0029"
"880030",1,"VA",-76.679185,37.879731,"VA_0030"
"880031",1,"VA",-76.986381,37.084284,"VA_0031"
"880032",1,"VA",-75.732602,37.549122,"VA_0032"
"880032",2,"VA",-75.737102,37.53977,"VA_0032"
"880032",3,"VA",-75.749386,37.569938,"VA_0032"
"880032",4,"VA",-75.764701,37.574619,"VA_0032"
"880032",5,"VA",-75.778002,37.565869,"VA_0032"
"880032",6,"VA",-75.791368,37.569053,"VA_0032"
"880032",7,"VA",-75.807352,37.567003,"VA_0032"
"880032",8,"VA",-75.807351,37.578886,"VA_0032"
"880032",9,"VA",-75.82017,37.582571,"VA_0032"
"880032",10,"VA",-75.838269,37.578187,"VA_0032"
"880033",1,"VA",-82.880911,36.735599,"VA_0033"
"880034",1,"VA",-82.823097,36.684835,"VA_0034"
"880035",1,"VA",-81.617437,36.905855,"VA_0035"
"880036",1,"VA",-81.950485,36.88316,"VA_0036"
"880037",1,"VA",-80.191855,36.767472,"VA_0037"
"880038",1,"VA",-80.963936,36.838117,"VA_0038"
"880039",1,"VA",-79.762901,36.605888,"VA_0039"
"880040",1,"VA",-79.25306,36.62995,"VA_0040"
"880041",1,"VA",-78.590811,36.855972,"VA_0041"
"880042",1,"VA",-78.008727,36.607646,"VA_0042"
"880043",1,"VA",-77.14461,36.60509,"VA_0043"
"880043",2,"VA",-77.1275,36.59927,"VA_0043"
"880043",3,"VA",-77.1133,36.59172,"VA_0043"
"880043",4,"VA",-77.11794,36.58096,"VA_0043"
"880043",5,"VA",-77.12279,36.56718,"VA_0043"
"880043",6,"VA",-77.13249,36.55449,"VA_0043"
"880043",7,"VA",-77.15129,36.55771,"VA_0043"
"880043",8,"VA",-77.16297,36.56678,"VA_0043"
"880043",9,"VA",-77.17407,36.57861,"VA_0043"
"880043",10,"VA",-77.19135,36.57761,"VA_0043"
"880044",1,"VA",-77.28655,36.59782,"VA_0044"
"880044",2,"VA",-77.28655,36.61137,"VA_0044"
"880044",3,"VA",-77.29438,36.62519,"VA_0044"
"880044",4,"VA",-77.29892,36.6404,"VA_0044"
"880044",5,"VA",-77.29423,36.65183,"VA_0044"
"880044",6,"VA",-77.29313,36.6639,"VA_0044"
"880044",7,"VA",-77.3044,36.676,"VA_0044"
"880044",8,"VA",-77.30903,36.6899,"VA_0044"
"880044",9,"VA",-77.30573,36.70472,"VA_0044"
"880044",10,"VA",-77.30678,36.71799,"VA_0044"
"880045",1,"VA",-76.084534,36.612236,"VA_0045"
"880046",1,"VA",-76.33025,36.669611,"VA_0046"
"880046",2,"VA",-76.332972,36.651875,"VA_0046"
"880046",3,"VA",-76.339472,36.641472,"VA_0046"
"880046",4,"VA",-76.324472,36.628861,"VA_0046"
"880046",5,"VA",-76.323472,36.617194,"VA_0046"
"880046",6,"VA",-76.305694,36.601861,"VA_0046"
"880046",7,"VA",-76.310583,36.595472,"VA_0046"
"880046",8,"VA",-76.288556,36.591139,"VA_0046"
"880046",9,"VA",-76.278417,36.599583,"VA_0046"
"880046",10,"VA",-76.278083,36.615417,"VA_0046"
"880047",1,"VA",-80.910018,36.745687,"VA_0047"
"880048",1,"VA",-76.016724,36.729322,"VA_0048"
"880049",1,"VA",-78.260283,37.231536,"VA_0049"
"880050",1,"VA",-78.444626,36.610371,"VA_0050"
"880051",1,"VA",-79.077261,37.046269,"VA_0051"
"880052",1,"VA",-78.796867,37.359136,"VA_0052"
"880116",1,"VA",-80.412719,37.180364,"VA_0116"
"880127",1,"VA",-77.161424,37.102855,"VA_0127"
"880128",1,"VA",-77.161424,37.102855,"VA_0128"
"880133",1,"VA",-83.11125,36.703815,"VA_0133"
"880134",1,"VA",-82.748076,36.702173,"VA_0134"
"880135",1,"VA",-81.27297,36.916768,"VA_0135"
"880285",1,"VA",-77.11657,37.785787,"VA_0285"
"880285",2,"VA",-77.101628,37.781731,"VA_0285"
"880285",3,"VA",-77.093075,37.761161,"VA_0285"
"880285",4,"VA",-77.087536,37.7451,"VA_0285"
"880285",5,"VA",-77.091125,37.730796,"VA_0285"
"880285",6,"VA",-77.104818,37.726598,"VA_0285"
"880285",7,"VA",-77.116064,37.716886,"VA_0285"
"880285",8,"VA",-77.119872,37.704283,"VA_0285"
"880285",9,"VA",-77.095954,37.707618,"VA_0285"
"880285",10,"VA",-77.094087,37.722563,"VA_0285"
"880900",1,"VA",-79.292075,37.75865,"VA_0900"
"880901",1,"VA",-79.295836,38.213428,"VA_0901"
"880902",1,"VA",-79.454735,37.563015,"VA_0902"
"880903",1,"VA",-78.519295,38.788942,"VA_0903"
"880904",1,"VA",-79.954184,37.791572,"VA_0904"
"880905",1,"VA",-80.275077,37.492903,"VA_0905"
"880906",1,"VA",-80.522796,37.412101,"VA_0906"
"880907",1,"VA",-78.443986,38.516136,"VA_0907"
"880907",2,"VA",-78.445639,38.500319,"VA_0907"
"880907",3,"VA",-78.452853,38.486206,"VA_0907"
"880907",4,"VA",-78.457233,38.470272,"VA_0907"
"880907",5,"VA",-78.463431,38.457261,"VA_0907"
"880907",6,"VA",-78.475789,38.441819,"VA_0907"
"880907",7,"VA",-78.483253,38.429958,"VA_0907"
"880907",8,"VA",-78.488503,38.419492,"VA_0907"
"880907",9,"VA",-78.492156,38.405811,"VA_0907"
"880907",10,"VA",-78.507086,38.397319,"VA_0907"
"880908",1,"VA",-77.951896,37.067579,"VA_0908"
"880909",1,"VA",-77.963889,37.064234,"VA_0909"
"880910",1,"VA",-76.473748,37.498766,"VA_0910"
"880911",1,"VA",-76.900046,37.440062,"VA_0911"
"880912",1,"VA",-77.350339,38.558878,"VA_0912"
"880913",1,"VA",-76.508333,37.229833,"VA_0913"
"880913",2,"VA",-76.521833,37.235167,"VA_0913"
"880913",3,"VA",-78.531833,37.248667,"VA_0913"
"880913",4,"VA",-78.545667,37.269333,"VA_0913"
"880913",5,"VA",-78.558667,37.272667,"VA_0913"
"880913",6,"VA",-78.58,37.272333,"VA_0913"
"880913",7,"VA",-78.5925,37.274333,"VA_0913"
"880913",8,"VA",-78.609167,37.281167,"VA_0913"
"880913",9,"VA",-78.625833,37,"VA_0913"
"880913",10,"VA",-78.641333,37.283,"VA_0913"
"880914",1,"VA",-76.79974,37.733884,"VA_0914"
"880915",1,"VA",-76.947481,37.267406,"VA_0915"
"880915",2,"VA",-76.933047,37.274558,"VA_0915"
"880915",3,"VA",-76.933456,37.274603,"VA_0915"
"880915",4,"VA",-76.932242,37.300447,"VA_0915"
"880915",5,"VA",-76.936281,37.314964,"VA_0915"
"880915",6,"VA",-76.929728,37.327033,"VA_0915"
"880915",7,"VA",-76.921136,37.344567,"VA_0915"
"880915",8,"VA",-76.919042,37.351664,"VA_0915"
"880915",9,"VA",-76.923206,37.362192,"VA_0915"
"880915",10,"VA",-76.937153,37.359344,"VA_0915"
"880916",1,"VA",-75.429226,37.984489,"VA_0916"
"880916",2,"VA",-75.447266,37.992176,"VA_0916"
"880916",3,"VA",-75.465308,37.99741,"VA_0916"
"880916",4,"VA",-75.482126,38.001346,"VA_0916"
"880916",5,"VA",-75.497172,37.99394,"VA_0916"
"880916",6,"VA",-75.515676,37.99369,"VA_0916"
"880916",7,"VA",-75.529046,37.985837,"VA_0916"
"880916",8,"VA",-75.550738,37.960775,"VA_0916"
"880916",9,"VA",-75.564032,37.957736,"VA_0916"
"880917",1,"VA",-75.961394,37.139314,"VA_0917"
"880917",2,"VA",-75.967631,37.152836,"VA_0917"
"880917",3,"VA",-75.965744,37.166767,"VA_0917"
"880917",4,"VA",-75.961153,37.180253,"VA_0917"
"880917",5,"VA",-75.956167,37.194133,"VA_0917"
"880917",6,"VA",-75.955589,37.208061,"VA_0917"
"880917",7,"VA",-75.951125,37.222033,"VA_0917"
"880917",8,"VA",-75.948425,37.236283,"VA_0917"
"880917",9,"VA",-75.9485,37.251278,"VA_0917"
"880917",10,"VA",-75.943417,37.266181,"VA_0917"
"880918",1,"VA",-76.550019,36.550396,"VA_0918"
"880919",1,"VA",-77.428582,38.579402,"VA_0919"
"880920",1,"VA",-81.583692,36.612406,"VA_0920"
"880921",1,"VA",-78.312049,38.652413,"VA_0921"
"880922",1,"VA",-78.772888,38.257948,"VA_0922"
"880923",1,"VA",-78.201216,38.90629,"VA_0923"
"880924",1,"VA",-82.447737,37.221401,"VA_0924"
"883444",1,"VA",-77.940217,37.671317,"VA_3444"
"883444",2,"VA",-77.937967,37.655217,"VA_3444"
"883444",3,"VA",-77.919333,37.6605,"VA_3444"
"883444",4,"VA",-77.9132,37.59995,"VA_3444"
"883444",5,"VA",-77.909167,37.600283,"VA_3444"
"883444",6,"VA",-77.901083,37.6038,"VA_3444"
"883444",7,"VA",-77.8994,37.607517,"VA_3444"
"883444",8,"VA",-77.87075,37.603483,"VA_3444"
"883444",9,"VA",-77.853633,37.59615,"VA_3444"
"883444",10,"VA",-77.8883,37.596367,"VA_3444"
"883905",1,"VA",-76.550019,36.550396,"VA_3905"
"885423",1,"VA",-77.260333,38.9232,"VA_5423"
"885423",2,"VA",-77.806717,38.3687,"VA_5423"
"885423",3,"VA",-77.82185,38.36585,"VA_5423"
"885423",4,"VA",-77.82655,38.33795,"VA_5423"
"885423",5,"VA",-77.8296,38.34375,"VA_5423"
"885423",6,"VA",-77.859283,38.34955,"VA_5423"
"885423",7,"VA",-77.877017,38.34955,"VA_5423"
"885423",9,"VA",-77.91415,38.354,"VA_5423"
"885423",10,"VA",-77.928867,38.357233,"VA_5423"
"886864",1,"VA",-78.949017,37.971283,"VA_6864"
"886864",2,"VA",-78.946183,37.97815,"VA_6864"
"886864",3,"VA",-78.9299,37.980467,"VA_6864"
"886864",4,"VA",-78.919233,37.983433,"VA_6864"
"886864",5,"VA",-78.905467,37.990433,"VA_6864"
"886864",6,"VA",-78.902267,37.976367,"VA_6864"
"886864",7,"VA",-78.9045,37.963983,"VA_6864"
"886864",8,"VA",-78.9108,37.9543,"VA_6864"
"886864",9,"VA",-78.921017,37.948083,"VA_6864"
"886864",10,"VA",-78.9337,37.940333,"VA_6864"
"888671",1,"VA",-78.7875,37.835556,"VA_8671"
"888671",2,"VA",-78.780278,37.8225,"VA_8671"
"888671",3,"VA",-78.768333,37.816111,"VA_8671"
"888671",4,"VA",-78.760278,37.808889,"VA_8671"
"888671",5,"VA",-78.751111,37.784167,"VA_8671"
"888671",6,"VA",-78.755556,37.773889,"VA_8671"
"888671",7,"VA",-78.7675,37.780278,"VA_8671"
"888671",8,"VA",-78.770556,37.751667,"VA_8671"
"888671",9,"VA",-78.779722,37.006944,"VA_8671"
"888671",10,"VA",-78.793056,37.753333,"VA_8671"
"888676",1,"VA",-78.1024,37.858933,"VA_8676"
"888676",2,"VA",-78.116883,37.852367,"VA_8676"
"888676",3,"VA",-78.135868,37.845817,"VA_8676"
"888676",4,"VA",-78.142717,37.854767,"VA_8676"
"888676",5,"VA",-78.15365,37.8544,"VA_8676"
"888676",6,"VA",-78.166683,37.831633,"VA_8676"
"888676",7,"VA",-78.186433,37.831467,"VA_8676"
"888676",8,"VA",-78.1953,37.811083,"VA_8676"
"888676",9,"VA",-78.19675,37.811083,"VA_8676"
"888676",10,"VA",-78.213867,37.806383,"VA_8676"
"889252",1,"VA",-76.960088,37.25583,"VA_9252"
"889256",1,"VA",-75.968052,37.117691,"VA_9256"
"889264",1,"VA",-76.277947,36.616192,"VA_9264"
"889271",1,"VA",-76.559469,36.715473,"VA_9271"
"889323",1,"VA",-78.691667,37.890556,"VA_9323"
"889323",8,"VA",-78.616667,37.9,"VA_9323"
"889324",1,"VA",-76.86055,36.824783,"VA_9324"
"889324",2,"VA",-76.853683,36.83465,"VA_9324"
"889324",3,"VA",-76.8458,36.822033,"VA_9324"
"889324",4,"VA",-76.835983,36.824233,"VA_9324"
"889324",5,"VA",-76.829567,36.841683,"VA_9324"
"889324",6,"VA",-76.8157,36.850517,"VA_9324"
"889324",7,"VA",-76.8175,36.83745,"VA_9324"
"889324",8,"VA",-76.79855,36.831017,"VA_9324"
"889324",9,"VA",-76.781567,36.828517,"VA_9324"
"889324",10,"VA",-76.79795,36.8147,"VA_9324"
"889325",1,"VA",-79.299011,37.533258,"VA_9325"
"889338",1,"VA",-78.441343,38.507595,"VA_9338"
"889344",1,"VA",-77.584975,39.26491,"VA_9344"
"900001",1,"WV",-80.819413,37.729888,"WV_0001"
"900002",1,"WV",-80.732794,37.945451,"WV_0002"
"900003",1,"WV",-80.314361,37.662765,"WV_0003"
"900004",1,"WV",-81.936004,37.813453,"WV_0004"
"900005",1,"WV",-81.155621,37.303395,"WV_0005"
"900006",1,"WV",-81.114822,37.616899,"WV_0006"
"900007",1,"WV",-81.766684,37.532,"WV_0007"
"900008",1,"WV",-81.232101,37.798332,"WV_0008"
"900009",1,"WV",-81.59178,37.441029,"WV_0009"
"900010",1,"WV",-82.400161,37.851943,"WV_0010"
"900011",1,"WV",-82.052023,38.843886,"WV_0011"
"900012",1,"WV",-82.094726,38.732416,"WV_0012"
"900013",1,"WV",-82.599021,38.193876,"WV_0013"
"900014",1,"WV",-81.409782,38.792752,"WV_0014"
"900015",1,"WV",-81.362333,38.52173,"WV_0015"
"900016",1,"WV",-81.022138,38.713472,"WV_0016"
"900017",1,"WV",-81.041342,38.000722,"WV_0017"
"900019",1,"WV",-81.79988,38.58484,"WV_0019"
"900020",1,"WV",-81.966194,38.217402,"WV_0020"
"900021",1,"WV",-81.724364,38.235623,"WV_0021"
"900022",1,"WV",-80.304428,38.736944,"WV_0022"
"900023",1,"WV",-80.02365,38.606475,"WV_0023"
"900024",1,"WV",-80.374235,38.342028,"WV_0024"
"900025",1,"WV",-80.494423,38.711569,"WV_0025"
"900026",1,"WV",-80.795277,38.829555,"WV_0026"
"900027",1,"WV",-80.228866,38.080186,"WV_0027"
"900028",1,"WV",-80.896765,38.566531,"WV_0028"
"900029",1,"WV",-80.523283,38.295834,"WV_0029"
"900030",1,"WV",-79.818115,38.370766,"WV_0030"
"900031",1,"WV",-79.430283,38.561904,"WV_0031"
"900032",1,"WV",-79.896124,38.798722,"WV_0032"
"900033",1,"WV",-79.408713,38.789445,"WV_0033"
"900034",1,"WV",-81.553215,39.049195,"WV_0034"
"900035",1,"WV",-81.553099,39.074238,"WV_0035"
"900036",1,"WV",-81.034332,39.091333,"WV_0036"
"900037",1,"WV",-80.730735,39.914802,"WV_0037"
"900038",1,"WV",-80.202942,39.419931,"WV_0038"
"900039",1,"WV",-80.525099,39.049154,"WV_0039"
"900041",1,"WV",-80.773567,39.63575,"WV_0041"
"900041",2,"WV",-80.758067,39.649333,"WV_0041"
"900041",3,"WV",-80.74105,39.646667,"WV_0041"
"900041",4,"WV",-80.72475,39.651233,"WV_0041"
"900041",5,"WV",-80.7165,39.6645,"WV_0041"
"900041",6,"WV",-80.716,39.67575,"WV_0041"
"900041",7,"WV",-80.726217,39.684483,"WV_0041"
"900041",8,"WV",-80.733,39.697517,"WV_0041"
"900041",9,"WV",-80.744233,39.7027,"WV_0041"
"900041",10,"WV",-80.749333,39.715183,"WV_0041"
"900042",1,"WV",-80.868782,39.378273,"WV_0042"
"900043",1,"WV",-80.587295,39.504409,"WV_0043"
"900044",1,"WV",-79.847771,39.573257,"WV_0044"
"900045",1,"WV",-79.644163,39.494826,"WV_0045"
"900046",1,"WV",-79.935476,39.094266,"WV_0046"
"900047",1,"WV",-79.310814,39.277359,"WV_0047"
"900048",1,"WV",-78.509437,39.182389,"WV_0048"
"900049",1,"WV",-78.669952,39.138714,"WV_0049"
"900050",1,"WV",-78.115614,39.639529,"WV_0050"
